Dataset,CompressionTool,FeatureMode,ClusterConfig,ConfigType,HC_H1,HC_H2,HC_H3,HC_H4,WithinSTD,WithinSTD_global,Global_H1,Global_H2,Delta_H2,Delta_H1,StandardRatio,ReorderedRatio_Row_C,ReorderedRatio_Row_F,JointEntropy,MutualInfo,KthEntropy,BetweenSTD,DaviesBouldin,Dunn,WithinSTD_H2,WithinMean_H2
synthetic,FastLZ,frequency,"(0,1,2,3)",HClust,4.346,7.9609,10.5295,11.843,0.056759239455746624,0.056759239455746624,4.346,7.9609,0.0,0.0,1.0126081582200248,1.0126081582200248,1.1824480369515011,4.346026656672904,0.0,7.9609,0.0,,inf,0.06901678683546726,7.0204443251902084
synthetic,FastLZ,frequency,"(0)|(1,2,3)",Non-HClust,4.346,7.5797,9.5022,10.9133,1.188867441486191,0.056759239455746624,4.346,7.9609,0.38119999999999976,0.0,1.0126081582200248,1.1422197434467374,1.1824480369515011,4.3460266566729056,0.0,7.5797,0.0,0.4323008923063608,0.27999674343410025,1.0313309686937415,6.147450181167165
synthetic,FastLZ,frequency,"(0,1)|(2,3)",Non-HClust,4.346,8.0032,10.2781,11.5475,0.7332262653357089,0.056759239455746624,4.346,7.9609,-0.042300000000000004,0.0,1.0126081582200248,1.062240663900415,1.1824480369515011,4.346026656672905,0.0,8.0032,0.0,2.5040209690144435,0.27999674343410025,0.9246530034220014,6.609698873074924
synthetic,FastLZ,frequency,"(1)|(0,2,3)",Non-HClust,4.346,7.9286,10.5635,11.3585,1.0941301330341284,0.056759239455746624,4.346,7.9609,0.03229999999999933,0.0,1.0126081582200248,1.0818806127839409,1.1851851851851851,4.346026656672904,0.0,7.9286,0.0,1.637531938813001,0.3520248276825606,1.3724060910845122,6.326487981386843
synthetic,FastLZ,frequency,"(0)|(1)|(2,3)",Non-HClust,4.346,7.5374,9.4159,10.9332,1.391403315429153,0.056759239455746624,4.346,7.9609,0.42349999999999977,0.0,1.0126081582200248,1.178027034800115,1.1824480369515011,4.3460266566729056,0.0,7.5374,0.0,6.960035224582735,0.27999674343410025,1.4136351902638247,5.813894872536373
synthetic,FastLZ,frequency,"(0,1,2)|(3)",Non-HClust,4.346,7.9516,10.028,10.4774,1.6152514031456484,0.056759239455746624,4.346,7.9609,0.009299999999999642,0.0,1.0126081582200248,1.0987124463519313,1.1824480369515011,4.346026656672904,0.0,7.9516,0.0,0.3366346472385322,0.5432690058533687,2.362482731331232,6.0825772059851175
synthetic,FastLZ,frequency,"(1,2)|(0,3)",Non-HClust,4.346,7.9257,10.453,11.8273,0.34553129462182663,0.056759239455746624,4.346,7.9609,0.035199999999999676,0.0,1.0126081582200248,1.0385395537525355,1.1855282199710564,4.346026656672903,0.0,7.9257,0.0,10.723749335930004,0.21874801234485775,0.3585783915568923,6.740698830172779
synthetic,FastLZ,frequency,"(0)|(1,2)|(3)",Non-HClust,4.346,7.6108,9.3719,10.3568,1.6953433661520019,0.056759239455746624,4.346,7.9609,0.3500999999999994,0.0,1.0126081582200248,1.125893347993403,1.1824480369515011,4.3460266566729056,0.0,7.6108,0.0,0.456402786397883,0.5096322710772333,2.2183292688420186,5.674039924899763
synthetic,FastLZ,frequency,"(0,2)|(1,3)",HClust,4.346,7.7049,9.0536,9.8651,1.7677451553379284,0.056759239455746624,4.346,7.9609,0.25599999999999934,0.0,1.0126081582200248,1.159682899207248,1.1770114942528735,4.346026656672904,0.0,7.7049,0.0,0.39935767806033595,1.219309339055024,2.1853309197363093,5.668047930290601
synthetic,FastLZ,frequency,"(2)|(0,1,3)",Non-HClust,4.346,8.0504,10.7766,11.6474,0.0847192322724229,0.056759239455746624,4.346,7.9609,-0.08950000000000014,0.0,1.0126081582200248,1.062240663900415,1.1783659378596087,4.346026656672904,0.0,8.0504,0.0,1.107810449618415,0.21874801234485775,0.31529871463678294,6.605055059225773
synthetic,FastLZ,frequency,"(0)|(2)|(1,3)",Non-HClust,4.346,7.5081,9.0025,9.8606,1.6626550586841837,0.056759239455746624,4.346,7.9609,0.45279999999999987,0.0,1.0126081582200248,1.159682899207248,1.1770114942528735,4.3460266566729056,0.0,7.5081,0.0,0.26507980555970617,0.6213993876082922,2.0460838843365083,5.5095304395954505
synthetic,FastLZ,frequency,"(0,1)|(2)|(3)",Non-HClust,4.346,8.0383,9.9143,10.4879,1.5003412709673294,0.056759239455746624,4.346,7.9609,-0.07739999999999991,0.0,1.0126081582200248,1.098123324396783,1.1824480369515011,4.346026656672905,0.0,8.0383,0.0,2.2121354711993733,0.337587027543849,2.349075089922411,6.049201074574739
synthetic,FastLZ,frequency,"(1)|(0,2)|(3)",HClust,4.346,7.7323,9.0954,9.8912,1.957060502547077,0.056759239455746624,4.346,7.9609,0.22859999999999925,0.0,1.0126081582200248,1.1851851851851851,1.1851851851851851,4.346026656672904,0.0,7.7323,0.0,0.17631558581256138,1.6092709776379182,2.5376874266992355,5.4119145647313385
synthetic,FastLZ,frequency,"(1)|(2)|(0,3)",Non-HClust,4.346,8.0456,10.2519,11.408,0.9200485250052504,0.056759239455746624,4.346,7.9609,-0.08470000000000066,0.0,1.0126081582200248,1.0652795838751625,1.1855282199710564,4.346026656672903,0.0,8.0456,0.0,2.8452185459883452,0.21874801234485775,1.3690876068924092,6.320055979309206
synthetic,FastLZ,frequency,(0)|(1)|(2)|(3),HClust,4.346,7.5229,9.037,9.8847,1.842477540005477,0.056759239455746624,4.346,7.9609,0.4379999999999997,0.0,1.0126081582200248,1.1824480369515011,1.1824480369515011,4.3460266566729056,0.0,7.5229,0.0,,inf,2.401966334449736,5.253397074036189
