Dataset,CompressionTool,FeatureMode,ClusterConfig,ConfigType,HC_H1,HC_H2,HC_H1_weighted,HC_H2_weighted,BetweenClusterEntropySTD,StandardRatio,DecomposedRatio_Row_C,DecomposedRatio_Row_F,ReorderedRatio_Row_C,ReorderedRatio_Row_F,JointEntropy,MutualInfo,KthEntropy,WithinSTD,BetweenSTD_H2,WithinSTD_H2,BetweenSTD,DaviesBouldin,Dunn,AvgCrossEntropy,AvgJSDivergence,DeltaMatchEntropy,DeltaH0,SeparationScore_final
synthetic,Huffman,frequency,"(0,1,2,3)",HClust,5.1606,9.9418,5.16063,9.9418,0.0,1.5354103334563367,1.5354103334563367,1.5354103334563367,1.5354103334563367,1.5354103334563367,5.160625584480451,0.0,9.941795819154978,0.06603634301389386,0.0,0.04834925514067282,0.0,,inf,,,0.0,0.0,0.0
synthetic,Huffman,frequency,"(0)|(1,2,3)",Non-HClust,"5.9993,4.4077","11.9537,8.4982",4.80556,9.36206,0.7470501400032696,1.5354103334563367,1.6577351402968463,1.6577351402968463,1.5354103334563367,1.5354103334563367,10.38468132435208,0.0222519380116033,10.22594294163546,0.0456907192513049,0.7470501400032696,0.0418736248747138,0.3507660532527801,0.6736447844386717,0.17263926340413893,22.78439524775535,0.4055853744001867,0.5797366885918755,0.35506484482117173,0.35506484482117173
synthetic,Huffman,frequency,"(0,1)|(2,3)",Non-HClust,"4.8347,4.8115","8.9377,9.4963",4.82313,9.21701,0.04338209336838306,1.5354103334563367,1.6423017886790088,1.6423017886790088,1.5354103334563367,1.5354103334563367,9.35760532889497,0.28864758252591116,9.217009702251518,0.04820261019585103,0.04338209336838306,0.05144105175326656,0.06528790306759724,2.3586498810981262,0.14722282358427263,13.51757434947704,0.33749912877001115,0.7247861169034593,0.33749912877001087,0.33749912877001087
synthetic,Huffman,frequency,"(1)|(0,2,3)",HClust,"2.0,5.5532","4.0,10.9112",4.66489,9.18337,1.6838790436770763,1.5354103334563367,1.68254844445015,1.68254844445015,1.5354103334563367,1.5354103334563367,7.5489596397905725,0.004227329745100761,7.455566948634775,0.032362965040490244,1.6838790436770763,0.026275248356599872,1.9395933027722687,0.14427265586870933,1.8988224099501119,4.8011878297143955,0.6884677200414451,0.7584229567735186,0.49573111712457596,0.49573111712457596
synthetic,Huffman,frequency,"(0)|(1)|(2,3)",Non-HClust,"5.9993,2.0,4.8115","11.9537,4.0,9.4963",4.40559,8.73659,1.6065708874768856,1.5354103334563367,1.7741621094807516,1.7741621094807516,1.5354103334563367,1.5354103334563367,12.714678039074853,0.09613354599601287,8.483334654875138,0.027828720306600874,1.6065708874768856,0.028986083401251417,1.8112522773543063,0.3115589381924299,0.7445090451877169,21.550647009810447,0.6035980086174714,1.2052102580726665,0.7550372753997001,0.7550372753997001
synthetic,Huffman,frequency,"(0,1,2)|(3)",Non-HClust,"4.9438,4.9996","9.3415,9.988",4.95779,9.50309,0.08129404234331661,1.5354103334563367,1.600087898135827,1.600087898135827,1.5354103334563367,1.5354103334563367,3.8357739578999803,6.107680737071209,9.66472547857931,0.0436584827540169,0.08129404234331661,0.04609665089847749,0.15637981347717433,1.2214722383578256,0.14722282358427263,10.837094403224866,0.2710064188902911,0.43870523718093857,0.2028369456487784,0.2028369456487784
synthetic,Huffman,frequency,"(1,2)|(0,3)",Non-HClust,"3.5523,5.8125","6.7524,11.4851",4.68238,9.11877,1.0538777265005461,1.5354103334563367,1.6832939484228913,1.6832939484228913,1.5354103334563367,1.5354103334563367,9.155024863158364,0.20972900347824464,9.118770381761507,0.047838443105655354,1.0538777265005461,0.04339414291031353,0.7506012924062007,0.6698047277663988,0.3018856195998019,5.433856842261062,0.4782486511621462,0.8230254373934685,0.478248651162148,0.478248651162148
synthetic,Huffman,frequency,"(0)|(1,2)|(3)",Non-HClust,"5.9993,3.5523,4.9996","11.9537,6.7524,9.988",4.52587,8.86163,0.9462208329770816,1.5354103334563367,1.7486924965311132,1.7486924965311132,1.5354103334563367,1.5354103334563367,14.148657062314863,0.4025147923035064,9.56470260361315,0.03405292976299176,0.9462208329770816,0.040507300630879074,0.6836077859702606,0.5780284145746334,0.2247565744041508,19.535428775354674,0.4300615121418689,1.0801683726277602,0.6347604519263683,0.6347604519263683
synthetic,Huffman,frequency,"(0,2)|(1,3)",Non-HClust,"5.5515,4.2181","10.7428,7.8745",4.88478,9.30865,0.6139898090487641,1.5354103334563367,1.622008266712868,1.622008266712868,1.5354103334563367,1.5354103334563367,9.325231996575114,0.4443239007736839,9.308652847465396,0.05362962171220164,0.6139898090487641,0.04849194366302453,0.3713948694303535,1.4929724418857198,0.17263926340413893,14.01294710110072,0.2758476358060518,0.6331429716895816,0.275847635806052,0.275847635806052
synthetic,Huffman,frequency,"(2)|(0,1,3)",Non-HClust,"3.9999,5.2144","7.9975,9.9936",4.91079,9.49456,0.5315376759467405,1.5354103334563367,1.6141478703686598,1.6141478703686598,1.5354103334563367,1.5354103334563367,9.203939365652422,0.010349047652161047,8.995526653836755,0.038195495958838276,0.5315376759467405,0.04926481314144564,0.2303566664085568,10.997032514133881,0.19774484210215684,5.342317232383611,0.35246369735722616,0.44723968262561975,0.24983444707108404,0.24983444707108404
