Dataset,CompressionTool,FeatureMode,ClusterConfig,ConfigType,HC_H1,HC_H2,HC_H1_weighted,HC_H2_weighted,BetweenClusterEntropySTD,StandardRatio,DecomposedRatio_Row_C,DecomposedRatio_Row_F,ReorderedRatio_Row_C,ReorderedRatio_Row_F,JointEntropy,MutualInfo,KthEntropy,WithinSTD,BetweenSTD_H2,WithinSTD_H2,BetweenSTD,DaviesBouldin,Dunn,AvgCrossEntropy,AvgJSDivergence,DeltaMatchEntropy,DeltaH0,SeparationScore_final
synthetic,Huffman,frequency,"(0,1,2,3)",HClust,5.1497,9.5538,5.1497,9.55377,0.0,1.5398496240601505,1.5398496240601505,1.5398496240601505,1.5398496240601505,1.5398496240601505,5.149704663721819,0.0,9.553772828895918,0.062170358565069035,0.0,0.05999539490929366,0.0,,inf,,,0.0,0.0,0.0
synthetic,Huffman,frequency,"(0)|(1,2,3)",Non-HClust,"5.9489,4.4087","9.7383,8.3791",4.79377,8.71887,0.7253225773715077,1.5398496240601505,1.6582995951417003,1.6582995951417003,1.5398496240601505,1.5398496240601505,9.158739823899428,1.1988986647819821,9.058673104874789,0.0508250185338773,0.7253225773715077,0.04354022730493748,0.3448423137771619,0.6807233752130477,0.1677505458860062,23.167981898752526,0.4031043575468317,0.834900144753643,0.3559386492812786,0.3559386492812786
synthetic,Huffman,frequency,"(0,1)|(2,3)",Non-HClust,"4.7881,4.793","8.7349,9.2018",4.79058,8.96835,0.06168310168069846,1.5398496240601505,1.6556184316895715,1.6556184316895715,1.5398496240601505,1.5398496240601505,8.922364338054537,0.6587935468521113,8.968353464686082,0.047446571535597365,0.06168310168069846,0.04346601632855886,0.0813095472934715,2.3214360059490873,0.14365272315820588,13.769011088862595,0.3591257212684979,0.5854193642098355,0.3591257212684944,0.3591257212684944
synthetic,Huffman,frequency,"(1)|(0,2,3)",HClust,"1.9997,5.5328","3.9853,10.2847",4.64948,8.70986,1.6757386866280877,1.5398496240601505,1.6890721649484537,1.6890721649484537,1.5398496240601505,1.5398496240601505,7.373686712225484,0.15873357601244997,7.135019997836828,0.03545355810130583,1.6757386866280877,0.0255807719816177,1.944403520575403,0.1425064284479379,1.9351468339072335,4.837743486922246,0.693524064022686,0.8439149805699042,0.5002205985719073,0.5002205985719073
synthetic,Huffman,frequency,"(0)|(1)|(2,3)",Non-HClust,"5.9489,1.9997,4.793","9.7383,3.9853,9.2018",4.38365,8.03179,1.5939572463258884,1.5398496240601505,1.78397212543554,1.78397212543554,1.5398496240601505,1.5398496240601505,9.850308386215678,2.891292957308158,7.641799329289743,0.02864617161468082,1.5939572463258884,0.023940517511533695,1.8130541953813768,0.3145519065511293,0.7290323911450086,21.579525150559387,0.6042537532136217,1.521978395760872,0.7660509935094284,0.7660509935094284
synthetic,Huffman,frequency,"(0,1,2)|(3)",Non-HClust,"4.9219,4.9773","9.0254,9.1653",4.93579,9.0604,0.08307432404251847,1.5398496240601505,1.6075353218210362,1.6075353218210362,1.5398496240601505,1.5398496240601505,3.4767483420816068,6.422530910950499,9.095357408485082,0.03282654285998078,0.08307432404251847,0.029159541153515656,0.14832869565892048,1.215952554982044,0.14365272315820588,11.007332575909441,0.28431630918506723,0.49337176509290437,0.21391329654249613,0.21391329654249613
synthetic,Huffman,frequency,"(1,2)|(0,3)",Non-HClust,"3.5674,5.7954","6.7359,10.3548",4.68136,8.54537,1.0342239209094966,1.5398496240601505,1.688375927452597,1.688375927452597,1.5398496240601505,1.5398496240601505,8.931831544982352,0.43089197466259677,8.545374829891664,0.043766789361351977,1.0342239209094966,0.02867120905660492,0.7371409939012068,0.6707799392845063,0.2988704290063009,5.399893377905224,0.4683429038993463,1.008397999004254,0.4683429038993445,0.4683429038993445
synthetic,Huffman,frequency,"(0)|(1,2)|(3)",Non-HClust,"5.9489,3.5674,4.9773","9.7383,6.7359,9.1653",4.51524,8.09386,0.9257741061171604,1.5398496240601505,1.7496796240922683,1.7496796240922683,1.5398496240601505,1.5398496240601505,9.955078125,4.538534646794279,8.5464963108414,0.02999736630759413,0.9257741061171604,0.02435275533556261,0.676888172737371,0.5811757343200484,0.21788622350099807,19.541422666017947,0.43044171006769866,1.4599143736810767,0.6344637401573152,0.6344637401573152
synthetic,Huffman,frequency,"(0,2)|(1,3)",Non-HClust,"5.5127,4.2143","10.0358,7.8056",4.86354,8.92071,0.5894387573880464,1.5398496240601505,1.6312226204699323,1.6312226204699323,1.5398496240601505,1.5398496240601505,9.06675213257516,0.6603242500338737,8.920710492162083,0.06189483439759229,0.5894387573880464,0.05853450589216863,0.35738527317537105,1.4908018881224434,0.1677505458860062,14.227527269824446,0.2861664724173035,0.6330623367338344,0.2861664724173014,0.2861664724173014
synthetic,Huffman,frequency,"(2)|(0,1,3)",Non-HClust,"3.9906,5.1976","7.8388,9.4822",4.89585,9.07132,0.5185163205384784,1.5398496240601505,1.6189723320158103,1.6189723320158103,1.5398496240601505,1.5398496240601505,8.524173457421071,0.6640065136439617,8.66046432946975,0.03288486429900346,0.5185163205384784,0.024362345717598037,0.20306120393822225,10.180913424915456,0.19704573473420955,5.363425309911941,0.35651209076817447,0.4824569999594299,0.2538522640382448,0.2538522640382448
synthetic,Huffman,frequency,"(0)|(2)|(1,3)",Non-HClust,"5.9489,3.9906,4.2143","9.7383,7.8388,7.8056",4.59204,8.29705,0.8155416645171107,1.5398496240601505,1.725358045492839,1.725358045492839,1.5398496240601505,1.5398496240601505,9.931640625,4.222188463752419,8.460870075192268,0.03203600978143341,0.8155416645171107,0.03345605957405842,0.3675621214047099,1.484620732464273,0.1677505458860062,19.66827651088586,0.424142229289213,1.2567265353265373,0.5576628346884682,0.5576628346884682
synthetic,Huffman,frequency,"(0,1)|(2)|(3)",Non-HClust,"4.7881,3.9906,4.9773","8.7349,7.8388,9.1653",4.63605,8.61847,0.3892845952007746,1.5398496240601505,1.7109440267335003,1.7109440267335003,1.5398496240601505,1.5398496240601505,5.423698895260503,8.33234695474033,8.5796528710289,0.02517824628263715,0.3892845952007746,0.028316100330137584,0.21307169219999975,2.560176257851469,0.14365272315820588,12.114435064975495,0.38541791836320094,0.9353013794489389,0.5136570643263791,0.5136570643263791
synthetic,Huffman,frequency,"(1)|(0,2)|(3)",Non-HClust,"1.9997,5.5127,4.9773","3.9853,10.0358,9.1653",4.50062,8.30558,1.4798365656466193,1.5398496240601505,1.7407564810879728,1.7407564810879728,1.5398496240601505,1.5398496240601505,9.814673400868342,2.6750632016062976,7.72882014344371,0.03142058335721451,1.4798365656466193,0.028846217976686035,1.8092093863281649,4.322412813164116,0.4216418355599603,7.928701963696873,0.545143259717284,1.2481962124072723,0.6490859742961455,0.6490859742961455
synthetic,Huffman,frequency,"(1)|(2)|(0,3)",HClust,"1.9997,3.9906,5.7954","3.9853,7.8388,10.3548",4.39524,8.13343,1.4737506392587267,1.5398496240601505,1.7800956106040853,1.7800956106040853,1.5398496240601505,1.5398496240601505,9.724054272431356,2.061545784037337,7.392970132947632,0.021373863473560243,1.4737506392587267,0.01804065765813939,1.7226621637864823,0.20388788278380865,1.3716811655369843,4.973372166129414,0.5841542091095658,1.4203440363231525,0.7544615003093416,0.7544615003093416
synthetic,Huffman,frequency,(0)|(1)|(2)|(3),HClust,"5.9489,1.9997,3.9906,4.9773","9.7383,3.9853,7.8388,9.1653",4.22912,7.68191,1.4058345536458385,1.5398496240601505,1.848375451263538,1.848375451263538,1.5398496240601505,1.5398496240601505,9.990234375,6.926254933618026,7.681912417895942,0.01664502765518979,1.4058345536458385,0.017459455216974035,1.6180799549216647,,inf,17.482109289544628,0.5493706373722665,1.8718604109999752,0.9205823365673123,0.9205823365673123
